Year,Month,Day,MIROC-ESM
1983,3,14,93.98
1983,3,15,93.18
1983,3,16,92.47
1983,3,17,92.03
1983,3,18,91.60
1983,3,19,91.10
1983,3,20,90.39
1983,3,21,95.20
1983,3,22,95.20
1983,3,23,95.20
1983,3,24,94.71
1983,3,25,94.31
1983,3,26,93.69
1983,3,27,95.20
1983,3,28,95.20
1983,3,29,95.20
1983,3,30,95.20
1983,3,31,94.41
1983,4,1,93.81
1983,4,2,93.02
1983,4,3,93.13
1983,4,4,94.41
1983,4,5,93.09
1983,4,6,95.20
1983,4,7,94.44
1983,4,8,93.77
1983,4,9,95.20
1983,4,10,95.20
1983,4,11,95.20
1983,4,12,94.63
1983,4,13,94.58
1983,4,14,93.83
1983,4,15,93.04
1983,4,16,91.90
1983,4,17,90.93
1983,4,18,89.98
1983,4,19,88.55
1983,4,20,86.54
1983,4,21,84.51
1983,4,22,83.10
1983,4,23,94.49
1983,4,24,95.20
1983,4,25,95.20
1983,4,26,93.55
1983,4,27,92.41
1983,4,28,91.69
1983,4,29,93.24
1983,4,30,94.25
1983,5,1,92.40
1983,5,2,89.99
1983,5,3,87.67
1983,5,4,86.27
1983,5,5,86.87
1983,5,6,85.28
1983,5,7,88.52
1983,5,8,88.44
1983,5,9,85.40
1983,5,10,83.03
1983,5,11,83.56
1983,5,12,82.15
1983,5,13,81.98
1983,5,14,80.35
1983,5,15,78.35
1983,5,16,93.75
1983,5,17,95.20
1983,5,18,95.20
1983,5,19,93.93
1983,5,20,94.30
1983,5,21,95.20
1983,5,22,95.20
1983,5,23,93.38
1983,5,24,91.28
1983,5,25,88.85
1983,5,26,89.53
1983,5,27,92.90
1983,5,28,91.47
1983,5,29,90.01
1983,5,30,87.14
1983,5,31,84.55
1983,6,1,81.79
1983,6,2,92.14
1983,6,3,95.20
1983,6,4,95.20
1983,6,5,95.20
1983,6,6,95.20
1983,6,7,95.20
1983,6,8,94.61
1983,6,9,93.15
1983,6,10,92.26
1983,6,11,89.55
1983,6,12,86.12
1983,6,13,83.80
1983,6,14,81.44
